contig_id	length	gc_perc	cds_coding_density	checkv_quality	checkv_completeness	checkv_contamination	provirus	checkv_gene_count	checkv_viral_genes	checkv_host_genes	total_votes	genomad_hit	genomad_score	dvf_hit	dvf_score	genomad_taxonomy	genomad_topology	genomad_hallmarks	cds_total	cds_known	cds_unknown	cds_known_pct	phrog_head_packaging	phrog_tail	phrog_lysis	phrog_dna_metabolism	phrog_connector	phrog_integration_excision	phrog_moron_amg	phrog_other	phrog_transcription	trnas	tmrnas	crisprs	inphared_accession	inphared_mash_dist	inphared_hashes	inphared_description	inphared_host	inphared_family	inphared_ref_length	iphop_host_genus	iphop_confidence	iphop_methods	propagate_activity	propagate_cohen_d	propagate_ratio
metaspades_NODE_1804_length_14532_cov_12.515231	14532	0.64	92.93	Low-quality	30.81	0.0	No	22	10	0	2	1	0.9792	1	0.9810612201690674	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	4	22	16	6	72.7	2	0	0	8	2	0	0	3	1	0	0	0	OR777945	0.0600659	165/1000	Phage nd4	Unspecified	Unclassified	46432	NA	NA	NA	NA	NA	NA
metaspades_NODE_2147_length_12571_cov_4.158198	12571	0.39	96.83	Low-quality	30.66	0.0	No	11	3	0	2	1	0.9778	1	0.9047625064849854	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	0	11	3	8	27.3	0	1	1	0	0	1	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_2853_length_9835_cov_2.796421	9835	0.57	90.12	Low-quality	30.47	0.0	No	20	5	0	2	1	0.9605	1	0.9994114637374878	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	4	20	7	13	35.0	0	0	2	1	0	1	0	1	2	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_1439_length_17314_cov_4.907816	17314	0.41	92.3	Low-quality	28.4	0.0	No	21	13	0	2	1	0.983	1	0.9999727606773376	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	9	21	15	6	71.4	0	9	3	1	0	1	0	1	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_2948_length_9591_cov_4.461619	9591	0.48	94.07	Low-quality	28.18	0.0	No	14	8	0	2	1	0.9825	1	0.9706199169158936	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	7	14	9	5	64.3	4	0	0	2	3	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_1603_length_15835_cov_4.557668	15835	0.4	94.49	Low-quality	27.7	0.0	No	23	7	0	2	1	0.9821	1	0.9969137907028198	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	7	23	9	14	39.1	4	1	2	0	1	0	0	0	1	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_10757_length_3056_cov_3.351883	3056	0.3	94.31	Low-quality	26.66	0.0	No	4	2	0	2	1	0.979	1	0.9999262094497681	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	0	4	2	2	50.0	1	0	0	0	1	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_3443_length_8285_cov_6.611908	8285	0.35	95.69	Low-quality	26.59	0.0	No	10	3	0	2	1	0.9807	1	0.9999768733978271	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	5	10	4	6	40.0	0	2	0	0	2	0	0	0	0	0	0	0	MT835917	0.0547827	188/1000	Bacteriophage sp.	Unspecified	Unclassified	15470	Bacteroides	92.2	iPHoP-RF;94.40	NA	NA	NA
metaspades_NODE_932_length_24142_cov_6.948603	24142	0.33	92.61	Low-quality	25.91	0.0	No	21	2	0	2	1	0.9818	1	0.9999136924743652	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;	No terminal repeats	3	21	5	16	23.8	3	1	0	1	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_2819_length_9954_cov_4.576321	9954	0.46	96.12	Low-quality	25.81	0.0	No	14	4	0	2	1	0.9811	1	0.9999955296516418	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	4	14	8	6	57.1	4	0	0	2	0	0	1	1	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_3250_length_8775_cov_3.132569	8775	0.49	97.68	Low-quality	25.56	0.0	No	15	14	0	2	1	0.9832	1	0.9776903390884399	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	6	15	11	4	73.3	3	4	0	0	4	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_2337_length_11673_cov_3.068256	11673	0.39	96.64	Low-quality	25.31	0.0	No	17	12	0	2	1	0.9782	1	0.9600220918655396	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	7	17	9	8	52.9	3	4	0	0	2	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_2398_length_11400_cov_3.635963	11400	0.5	91.58	Low-quality	24.87	0.0	No	15	13	0	2	1	0.9833	1	0.996100902557373	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	7	15	10	5	66.7	5	3	0	0	2	0	0	0	0	2	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_2546_length_10905_cov_4.162857	10905	0.27	93.11	Low-quality	24.7	0.0	No	16	4	0	2	1	0.9792	1	0.9805216789245605	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	2	16	7	9	43.8	0	0	0	5	0	1	0	0	1	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
NODE_21_length_36790_cov_6.187972_cutoff_5_type_linears	36790	0.36	89.27	Low-quality	24.65	0.0	No	31	1	24	NA	NA	NA	NA	NA	NA	NA	NA	31	4	27	12.9	0	1	0	2	0	0	0	1	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_962_length_23469_cov_4.584052	23469	0.33	100.2	Low-quality	23.16	0.0	No	10	2	0	2	1	0.9816	1	0.999770998954773	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;	No terminal repeats	2	10	4	6	40.0	3	0	0	1	0	0	0	0	0	0	0	0	NC_055873	0.151946	21/1000	uncultured phage cr1_1	Unspecified	Suoliviridae	99882	NA	NA	NA	NA	NA	NA
metaspades_NODE_2317_length_11732_cov_18.703177	11732	0.53	97.06	Low-quality	22.59	0.0	No	19	7	1	2	1	0.981	1	0.9353513121604919	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	10	19	16	3	84.2	5	6	0	1	2	1	0	1	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_3139_length_9041_cov_6.848542	9041	0.35	96.9	Low-quality	22.59	0.0	No	14	6	1	2	1	0.969	1	0.9999505877494812	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	6	14	7	7	50.0	5	0	0	1	1	0	0	0	0	0	0	0	MT835917	0.0579033	174/1000	Bacteriophage sp.	Unspecified	Unclassified	15470	NA	NA	NA	NA	NA	NA
metaspades_NODE_2170_length_12447_cov_15.620077	12447	0.5	93.44	Low-quality	20.63	0.0	No	18	8	0	2	1	0.9673	1	0.9722069501876831	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	0	18	3	15	16.7	0	0	0	3	0	0	0	0	0	0	0	0	NC_047916	0.0770708	110/1000	Faecalibacterium phage FP_oengus	Faecalibacterium	Unclassified	58391	NA	NA	NA	NA	NA	NA
metaspades_NODE_2934_length_9626_cov_3.509351	9626	0.48	95.01	Low-quality	19.43	0.0	No	13	2	0	2	1	0.9816	1	0.9990044832229614	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	0	13	6	7	46.2	0	0	0	3	0	0	2	1	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_2201_length_12260_cov_15.937403	12260	0.36	87.69	Low-quality	19.25	0.0	No	19	4	0	2	1	0.9755	1	0.9180582761764526	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	19	3	16	15.8	0	0	0	0	0	0	0	0	3	0	0	0	PQ571275	0.140258	27/1000	Bacteroides phage BS-TP2	Bacteroides	Unclassified	57555	NA	NA	NA	NA	NA	NA
metaspades_NODE_3123_length_9082_cov_4.528969	9082	0.38	93.15	Low-quality	18.98	0.0	No	15	2	1	2	1	0.9647	1	0.9887174367904663	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	3	15	5	10	33.3	2	0	0	2	0	0	0	0	1	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	Bacteroides	93.5	iPHoP-RF;95.40	NA	NA	NA
metaspades_NODE_4922_length_6075_cov_2.738538	6075	0.6	94.11	Low-quality	18.92	0.0	No	10	6	0	2	1	0.9817	1	1.0	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	4	10	5	5	50.0	0	2	0	0	3	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_4007_length_7264_cov_4.504231	7264	0.48	93.78	Low-quality	18.73	10.21	Yes	7	4	1	2	1	0.9827	1	0.9999061822891235	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	2	7	5	2	71.4	1	3	0	1	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
NODE_15_length_48582_cov_6.386929_cutoff_5_type_linears	48582	0.35	88.09	Low-quality	18.6	0.0	No	45	0	34	NA	NA	NA	NA	NA	NA	NA	NA	45	8	37	17.8	0	0	0	0	0	0	4	4	0	0	0	1	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
NODE_8_length_23101_cov_6.982497_cutoff_0_type_circular	23101	0.5	85.61	Low-quality	17.78	0.0	No	20	1	10	NA	NA	NA	NA	NA	NA	NA	NA	20	7	13	35.0	0	0	0	5	0	0	1	0	1	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_5200_length_5765_cov_3.870053	5765	0.28	92.28	Low-quality	16.35	0.0	No	8	4	0	2	1	0.9812	1	0.956576406955719	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	3	8	5	3	62.5	0	4	0	0	1	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_5119_length_5850_cov_2.481450	5850	0.68	97.15	Low-quality	16.22	0.0	No	5	1	0	2	1	0.9782	1	0.9968535304069519	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	5	3	2	60.0	2	1	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_4882_length_6116_cov_4.018644	6116	0.27	99.93	Low-quality	16.2	0.0	No	8	0	0	2	1	0.977	1	0.9998108744621277	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	8	4	4	50.0	0	3	0	0	0	0	0	1	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_46898_length_958_cov_1.493909	958	0.39	99.79	Low-quality	16.19	0.0	No	1	1	0	2	1	0.9664	1	0.9971150755882263	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae	No terminal repeats	1	1	1	0	100.0	1	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_5239_length_5721_cov_3.227321	5721	0.38	95.32	Low-quality	15.59	0.0	No	7	4	0	2	1	0.974	1	0.9708819389343262	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	3	7	6	1	85.7	4	0	0	1	0	1	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_2597_length_10673_cov_25.845922	10673	0.4	95.41	Low-quality	15.03	0.0	No	23	3	0	2	1	0.9812	1	0.9726340174674988	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	23	4	19	17.4	0	0	0	2	0	0	0	2	0	0	0	0	PQ571275	0.11478	47/1000	Bacteroides phage BS-TP2	Bacteroides	Unclassified	57555	Phocaeicola	93.5	iPHoP-RF;95.40	NA	NA	NA
metaspades_NODE_12673_length_2686_cov_2.635120	2686	0.54	91.36	Low-quality	14.95	0.0	No	3	2	0	2	1	0.977	1	0.9738993644714355	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	3	2	1	66.7	1	0	1	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_4229_length_6908_cov_2.980447	6908	0.38	100.14	Low-quality	14.88	0.0	No	3	1	0	2	1	0.9814	1	0.9317879676818848	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	0	3	1	2	33.3	0	1	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_4821_length_6183_cov_4.385933	6183	0.27	99.11	Low-quality	14.11	0.0	No	13	2	0	2	1	0.9792	1	0.9997159838676453	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	0	13	2	11	15.4	0	0	0	1	0	0	0	1	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_1852_length_14248_cov_7.637286	14248	0.33	84.53	Low-quality	14.02	0.0	No	28	2	0	2	1	0.9797	1	0.9964128732681274	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;	No terminal repeats	1	28	4	24	14.3	2	0	0	2	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
NODE_30_length_14248_cov_5.401736_cutoff_5_type_linears	14248	0.33	84.53	Low-quality	14.02	0.0	No	28	2	0	NA	NA	NA	NA	NA	NA	NA	NA	28	4	24	14.3	2	0	0	2	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_4771_length_6241_cov_4.445037	6241	0.39	99.92	Low-quality	13.89	0.0	No	7	0	0	2	1	0.9692	1	0.9890397191047668	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	0	7	0	7	0.0	0	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_6021_length_5041_cov_2.872443	5041	0.48	100.08	Low-quality	13.61	0.0	No	7	1	0	2	1	0.9768	1	0.9982516169548035	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	0	7	0	7	0.0	0	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_5321_length_5649_cov_3.365034	5649	0.56	91.61	Low-quality	13.44	0.0	No	12	2	0	2	1	0.9552	1	0.909533679485321	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	4	12	7	5	58.3	3	0	0	1	0	0	0	1	2	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	Gemmiger	93.9	iPHoP-RF;95.70	NA	NA	NA
metaspades_NODE_6519_length_4696_cov_3.827623	4696	0.49	97.47	Low-quality	13.43	0.0	No	4	3	0	2	1	0.9805	1	0.9942935705184937	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	2	4	3	1	75.0	1	2	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_7957_length_3967_cov_4.565440	3967	0.58	93.72	Low-quality	12.3	0.0	No	11	3	1	2	1	0.9584	1	1.0	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	2	11	5	6	45.5	1	0	0	3	0	0	0	0	1	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
